JiraGitKey,JiraTicketKey,StoryPoint,GitHubRepo,CommitMessage,CommitTime,ProjectName,DeveloperKey
91,2722b1d4-1980-4c12-b545-9ad3a0a8529d,3,engineer open-source niches,Commit 3 by Michelle Miller on project engineer open-source niches,2024-03-19 16:36:44.547084,engineer open-source niches,14
91,2722b1d4-1980-4c12-b545-9ad3a0a8529d,3,engineer open-source niches,Commit 4 by Michelle Miller on project engineer open-source niches,2024-04-29 18:19:36.119907,engineer open-source niches,14
91,2722b1d4-1980-4c12-b545-9ad3a0a8529d,3,engineer open-source niches,Commit 5 by Michelle Miller on project engineer open-source niches,2023-09-14 07:11:11.219236,engineer open-source niches,14
91,2722b1d4-1980-4c12-b545-9ad3a0a8529d,3,engineer open-source niches,Commit 6 by Michelle Miller on project engineer open-source niches,2023-09-05 11:00:27.322473,engineer open-source niches,14
91,2722b1d4-1980-4c12-b545-9ad3a0a8529d,3,engineer open-source niches,Commit 7 by Michelle Miller on project engineer open-source niches,2023-07-12 04:04:52.214082,engineer open-source niches,14
92,d83d75c3-7bcf-4aed-a46e-b9ee71975d04,19,engineer cross-media e-business,Commit 1 by Susan Bates on project engineer cross-media e-business,2024-01-13 18:35:46.302866,engineer cross-media e-business,19
92,d83d75c3-7bcf-4aed-a46e-b9ee71975d04,19,engineer cross-media e-business,Commit 2 by Susan Bates on project engineer cross-media e-business,2024-01-11 00:52:47.209889,engineer cross-media e-business,19
92,d83d75c3-7bcf-4aed-a46e-b9ee71975d04,19,engineer cross-media e-business,Commit 3 by Susan Bates on project engineer cross-media e-business,2024-05-11 22:56:49.899641,engineer cross-media e-business,19
92,d83d75c3-7bcf-4aed-a46e-b9ee71975d04,19,engineer cross-media e-business,Commit 4 by Susan Bates on project engineer cross-media e-business,2024-04-18 14:20:50.331897,engineer cross-media e-business,19
92,d83d75c3-7bcf-4aed-a46e-b9ee71975d04,19,engineer cross-media e-business,Commit 5 by Susan Bates on project engineer cross-media e-business,2024-04-29 22:44:48.116211,engineer cross-media e-business,19
92,d83d75c3-7bcf-4aed-a46e-b9ee71975d04,19,engineer cross-media e-business,Commit 6 by Susan Bates on project engineer cross-media e-business,2023-10-14 07:54:43.160764,engineer cross-media e-business,19
92,d83d75c3-7bcf-4aed-a46e-b9ee71975d04,19,engineer cross-media e-business,Commit 7 by Susan Bates on project engineer cross-media e-business,2023-08-03 05:59:16.168466,engineer cross-media e-business,19
92,d83d75c3-7bcf-4aed-a46e-b9ee71975d04,19,engineer cross-media e-business,Commit 8 by Susan Bates on project engineer cross-media e-business,2024-05-25 11:04:37.462197,engineer cross-media e-business,19
92,d83d75c3-7bcf-4aed-a46e-b9ee71975d04,19,engineer cross-media e-business,Commit 9 by Susan Bates on project engineer cross-media e-business,2024-06-01 03:40:35.506327,engineer cross-media e-business,19
92,d83d75c3-7bcf-4aed-a46e-b9ee71975d04,19,engineer cross-media e-business,Commit 10 by Susan Bates on project engineer cross-media e-business,2023-08-12 23:11:39.866178,engineer cross-media e-business,19
92,d83d75c3-7bcf-4aed-a46e-b9ee71975d04,19,engineer cross-media e-business,Commit 11 by Susan Bates on project engineer cross-media e-business,2023-12-31 08:09:23.610352,engineer cross-media e-business,19
92,d83d75c3-7bcf-4aed-a46e-b9ee71975d04,19,engineer cross-media e-business,Commit 12 by Susan Bates on project engineer cross-media e-business,2024-04-01 21:55:13.821435,engineer cross-media e-business,19
93,e5ceab77-2a38-458d-91a4-029e70e93192,10,reinvent vertical networks,Commit 1 by Elizabeth Arroyo on project reinvent vertical networks,2024-06-11 21:30:35.673458,reinvent vertical networks,9
93,e5ceab77-2a38-458d-91a4-029e70e93192,10,reinvent vertical networks,Commit 2 by Elizabeth Arroyo on project reinvent vertical networks,2024-03-12 20:13:44.434714,reinvent vertical networks,9
93,e5ceab77-2a38-458d-91a4-029e70e93192,10,reinvent vertical networks,Commit 3 by Elizabeth Arroyo on project reinvent vertical networks,2023-12-17 10:31:12.804690,reinvent vertical networks,9
93,e5ceab77-2a38-458d-91a4-029e70e93192,10,reinvent vertical networks,Commit 4 by Elizabeth Arroyo on project reinvent vertical networks,2024-03-05 07:31:01.312206,reinvent vertical networks,9
93,e5ceab77-2a38-458d-91a4-029e70e93192,10,reinvent vertical networks,Commit 5 by Elizabeth Arroyo on project reinvent vertical networks,2024-07-30 01:23:52.966525,reinvent vertical networks,9
93,e5ceab77-2a38-458d-91a4-029e70e93192,10,reinvent vertical networks,Commit 6 by Elizabeth Arroyo on project reinvent vertical networks,2024-02-02 03:14:47.781716,reinvent vertical networks,9
93,e5ceab77-2a38-458d-91a4-029e70e93192,10,reinvent vertical networks,Commit 7 by Elizabeth Arroyo on project reinvent vertical networks,2023-12-29 16:56:30.117355,reinvent vertical networks,9
93,e5ceab77-2a38-458d-91a4-029e70e93192,10,reinvent vertical networks,Commit 8 by Elizabeth Arroyo on project reinvent vertical networks,2024-02-12 09:14:06.451890,reinvent vertical networks,9
93,e5ceab77-2a38-458d-91a4-029e70e93192,10,reinvent vertical networks,Commit 9 by Elizabeth Arroyo on project reinvent vertical networks,2024-02-14 07:38:34.650149,reinvent vertical networks,9
93,e5ceab77-2a38-458d-91a4-029e70e93192,10,reinvent vertical networks,Commit 10 by Elizabeth Arroyo on project reinvent vertical networks,2024-05-06 03:15:51.245914,reinvent vertical networks,9
93,e5ceab77-2a38-458d-91a4-029e70e93192,10,reinvent vertical networks,Commit 11 by Elizabeth Arroyo on project reinvent vertical networks,2024-01-15 07:53:26.565360,reinvent vertical networks,9
93,e5ceab77-2a38-458d-91a4-029e70e93192,10,reinvent vertical networks,Commit 12 by Elizabeth Arroyo on project reinvent vertical networks,2024-02-10 22:06:07.498663,reinvent vertical networks,9
93,e5ceab77-2a38-458d-91a4-029e70e93192,10,reinvent vertical networks,Commit 13 by Elizabeth Arroyo on project reinvent vertical networks,2023-11-25 05:36:22.497763,reinvent vertical networks,9
93,e5ceab77-2a38-458d-91a4-029e70e93192,10,reinvent vertical networks,Commit 14 by Elizabeth Arroyo on project reinvent vertical networks,2024-04-20 16:04:51.623047,reinvent vertical networks,9
93,e5ceab77-2a38-458d-91a4-029e70e93192,10,reinvent vertical networks,Commit 15 by Elizabeth Arroyo on project reinvent vertical networks,2024-06-08 16:25:22.913150,reinvent vertical networks,9
93,e5ceab77-2a38-458d-91a4-029e70e93192,10,reinvent vertical networks,Commit 16 by Elizabeth Arroyo on project reinvent vertical networks,2023-12-06 22:10:30.526908,reinvent vertical networks,9
93,e5ceab77-2a38-458d-91a4-029e70e93192,10,reinvent vertical networks,Commit 17 by Elizabeth Arroyo on project reinvent vertical networks,2024-06-12 16:08:14.865301,reinvent vertical networks,9
93,e5ceab77-2a38-458d-91a4-029e70e93192,10,reinvent vertical networks,Commit 18 by Elizabeth Arroyo on project reinvent vertical networks,2024-06-15 13:39:17.522496,reinvent vertical networks,9
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 1 by Logan Brown on project synergize dynamic e-commerce,2024-01-31 20:02:59.288539,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 2 by Logan Brown on project synergize dynamic e-commerce,2023-07-18 03:24:01.243603,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 3 by Logan Brown on project synergize dynamic e-commerce,2023-10-12 23:48:36.676475,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 4 by Logan Brown on project synergize dynamic e-commerce,2023-08-15 06:51:00.340131,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 5 by Logan Brown on project synergize dynamic e-commerce,2023-09-06 12:09:36.122980,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 6 by Logan Brown on project synergize dynamic e-commerce,2023-09-09 17:48:11.506320,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 7 by Logan Brown on project synergize dynamic e-commerce,2023-07-12 12:56:51.105817,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 8 by Logan Brown on project synergize dynamic e-commerce,2023-08-24 09:39:50.432944,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 9 by Logan Brown on project synergize dynamic e-commerce,2023-06-26 07:21:44.569168,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 10 by Logan Brown on project synergize dynamic e-commerce,2023-09-20 00:22:37.423653,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 11 by Logan Brown on project synergize dynamic e-commerce,2023-11-26 05:20:56.293377,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 12 by Logan Brown on project synergize dynamic e-commerce,2023-12-19 11:14:15.319452,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 13 by Logan Brown on project synergize dynamic e-commerce,2023-07-02 18:13:23.856144,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 14 by Logan Brown on project synergize dynamic e-commerce,2024-02-08 06:58:21.085514,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 15 by Logan Brown on project synergize dynamic e-commerce,2023-06-10 22:35:25.061086,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 16 by Logan Brown on project synergize dynamic e-commerce,2023-06-15 14:00:00.756966,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 17 by Logan Brown on project synergize dynamic e-commerce,2023-08-06 05:17:29.107157,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 18 by Logan Brown on project synergize dynamic e-commerce,2023-09-26 09:47:39.361673,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 19 by Logan Brown on project synergize dynamic e-commerce,2023-10-29 07:40:19.311047,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 20 by Logan Brown on project synergize dynamic e-commerce,2023-08-15 22:01:21.636408,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 21 by Logan Brown on project synergize dynamic e-commerce,2023-12-18 09:52:19.933783,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 22 by Logan Brown on project synergize dynamic e-commerce,2024-01-06 01:34:34.820360,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 23 by Logan Brown on project synergize dynamic e-commerce,2024-02-18 01:50:06.659546,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 24 by Logan Brown on project synergize dynamic e-commerce,2024-01-31 02:46:31.947726,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 25 by Logan Brown on project synergize dynamic e-commerce,2024-01-11 13:51:48.780660,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 26 by Logan Brown on project synergize dynamic e-commerce,2023-12-20 17:52:43.494760,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 27 by Logan Brown on project synergize dynamic e-commerce,2023-10-20 10:29:10.719337,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 28 by Logan Brown on project synergize dynamic e-commerce,2023-07-19 01:34:01.148432,synergize dynamic e-commerce,18
94,ac5546f1-0c0f-4a7f-a3ad-f0bafb21ce41,17,synergize dynamic e-commerce,Commit 29 by Logan Brown on project synergize dynamic e-commerce,2023-06-27 07:04:25.647833,synergize dynamic e-commerce,18
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 1 by Douglas Rollins on project reinvent vertical networks,2024-05-03 01:14:55.403683,reinvent vertical networks,5
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 2 by Douglas Rollins on project reinvent vertical networks,2024-06-02 15:23:18.102734,reinvent vertical networks,5
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 3 by Douglas Rollins on project reinvent vertical networks,2024-04-10 19:40:01.170404,reinvent vertical networks,5
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 4 by Douglas Rollins on project reinvent vertical networks,2024-04-04 14:40:39.372736,reinvent vertical networks,5
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 5 by Douglas Rollins on project reinvent vertical networks,2024-03-31 05:09:18.642436,reinvent vertical networks,5
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 6 by Douglas Rollins on project reinvent vertical networks,2024-06-24 02:51:48.526004,reinvent vertical networks,5
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 7 by Douglas Rollins on project reinvent vertical networks,2024-04-15 11:51:39.675262,reinvent vertical networks,5
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 8 by Douglas Rollins on project reinvent vertical networks,2024-03-27 04:08:11.409071,reinvent vertical networks,5
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 9 by Douglas Rollins on project reinvent vertical networks,2024-07-13 14:27:01.570055,reinvent vertical networks,5
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 10 by Douglas Rollins on project reinvent vertical networks,2024-06-25 21:00:43.191043,reinvent vertical networks,5
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 11 by Douglas Rollins on project reinvent vertical networks,2024-06-16 22:08:55.041193,reinvent vertical networks,5
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 12 by Douglas Rollins on project reinvent vertical networks,2024-04-11 21:35:39.791739,reinvent vertical networks,5
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 13 by Douglas Rollins on project reinvent vertical networks,2024-07-12 07:25:16.926171,reinvent vertical networks,5
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 14 by Douglas Rollins on project reinvent vertical networks,2024-06-18 09:52:33.521852,reinvent vertical networks,5
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 15 by Douglas Rollins on project reinvent vertical networks,2024-05-25 09:17:08.222098,reinvent vertical networks,5
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 16 by Douglas Rollins on project reinvent vertical networks,2024-06-08 03:09:54.013710,reinvent vertical networks,5
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 17 by Douglas Rollins on project reinvent vertical networks,2024-07-20 13:05:13.866524,reinvent vertical networks,5
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 18 by Douglas Rollins on project reinvent vertical networks,2024-06-21 22:55:40.760343,reinvent vertical networks,5
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 19 by Douglas Rollins on project reinvent vertical networks,2024-06-01 08:28:17.939059,reinvent vertical networks,5
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 20 by Douglas Rollins on project reinvent vertical networks,2024-04-21 20:03:54.798312,reinvent vertical networks,5
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 21 by Douglas Rollins on project reinvent vertical networks,2024-07-10 08:38:47.904323,reinvent vertical networks,5
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 22 by Douglas Rollins on project reinvent vertical networks,2024-06-22 09:07:35.858520,reinvent vertical networks,5
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 23 by Douglas Rollins on project reinvent vertical networks,2024-03-25 04:18:54.863622,reinvent vertical networks,5
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 24 by Douglas Rollins on project reinvent vertical networks,2024-06-01 06:26:10.312142,reinvent vertical networks,5
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 25 by Douglas Rollins on project reinvent vertical networks,2024-04-29 20:08:11.822235,reinvent vertical networks,5
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 26 by Douglas Rollins on project reinvent vertical networks,2024-04-18 00:40:38.495322,reinvent vertical networks,5
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 27 by Douglas Rollins on project reinvent vertical networks,2024-06-22 16:21:21.332912,reinvent vertical networks,5
95,e0fb47b1-33ba-485a-8afd-3ebc0bab94be,14,reinvent vertical networks,Commit 28 by Douglas Rollins on project reinvent vertical networks,2024-06-19 19:18:06.915871,reinvent vertical networks,5
96,59d64f6a-44b4-4e1e-a657-1cbcaf111ffa,15,reinvent vertical networks,Commit 1 by Tanya Ware on project reinvent vertical networks,2023-08-28 06:46:32.162426,reinvent vertical networks,10
96,59d64f6a-44b4-4e1e-a657-1cbcaf111ffa,15,reinvent vertical networks,Commit 2 by Tanya Ware on project reinvent vertical networks,2024-02-08 09:26:17.766911,reinvent vertical networks,10
96,59d64f6a-44b4-4e1e-a657-1cbcaf111ffa,15,reinvent vertical networks,Commit 3 by Tanya Ware on project reinvent vertical networks,2024-01-02 13:40:05.791028,reinvent vertical networks,10
96,59d64f6a-44b4-4e1e-a657-1cbcaf111ffa,15,reinvent vertical networks,Commit 4 by Tanya Ware on project reinvent vertical networks,2024-06-18 11:24:26.733122,reinvent vertical networks,10
96,59d64f6a-44b4-4e1e-a657-1cbcaf111ffa,15,reinvent vertical networks,Commit 5 by Tanya Ware on project reinvent vertical networks,2023-11-29 18:56:04.869042,reinvent vertical networks,10
96,59d64f6a-44b4-4e1e-a657-1cbcaf111ffa,15,reinvent vertical networks,Commit 6 by Tanya Ware on project reinvent vertical networks,2024-02-24 10:37:21.883667,reinvent vertical networks,10
96,59d64f6a-44b4-4e1e-a657-1cbcaf111ffa,15,reinvent vertical networks,Commit 7 by Tanya Ware on project reinvent vertical networks,2024-01-14 09:23:29.962277,reinvent vertical networks,10
96,59d64f6a-44b4-4e1e-a657-1cbcaf111ffa,15,reinvent vertical networks,Commit 8 by Tanya Ware on project reinvent vertical networks,2024-05-09 13:04:57.356203,reinvent vertical networks,10
96,59d64f6a-44b4-4e1e-a657-1cbcaf111ffa,15,reinvent vertical networks,Commit 9 by Tanya Ware on project reinvent vertical networks,2024-01-01 07:34:02.405924,reinvent vertical networks,10
96,59d64f6a-44b4-4e1e-a657-1cbcaf111ffa,15,reinvent vertical networks,Commit 10 by Tanya Ware on project reinvent vertical networks,2023-12-03 12:42:54.976913,reinvent vertical networks,10
96,59d64f6a-44b4-4e1e-a657-1cbcaf111ffa,15,reinvent vertical networks,Commit 11 by Tanya Ware on project reinvent vertical networks,2024-03-27 23:31:17.869852,reinvent vertical networks,10
96,59d64f6a-44b4-4e1e-a657-1cbcaf111ffa,15,reinvent vertical networks,Commit 12 by Tanya Ware on project reinvent vertical networks,2024-02-16 07:21:21.198307,reinvent vertical networks,10
96,59d64f6a-44b4-4e1e-a657-1cbcaf111ffa,15,reinvent vertical networks,Commit 13 by Tanya Ware on project reinvent vertical networks,2024-03-20 19:06:25.039311,reinvent vertical networks,10
96,59d64f6a-44b4-4e1e-a657-1cbcaf111ffa,15,reinvent vertical networks,Commit 14 by Tanya Ware on project reinvent vertical networks,2024-01-10 22:55:49.602112,reinvent vertical networks,10
96,59d64f6a-44b4-4e1e-a657-1cbcaf111ffa,15,reinvent vertical networks,Commit 15 by Tanya Ware on project reinvent vertical networks,2023-10-13 14:57:29.407043,reinvent vertical networks,10
96,59d64f6a-44b4-4e1e-a657-1cbcaf111ffa,15,reinvent vertical networks,Commit 16 by Tanya Ware on project reinvent vertical networks,2024-06-18 12:50:28.521845,reinvent vertical networks,10
96,59d64f6a-44b4-4e1e-a657-1cbcaf111ffa,15,reinvent vertical networks,Commit 17 by Tanya Ware on project reinvent vertical networks,2024-04-14 00:11:24.903557,reinvent vertical networks,10
96,59d64f6a-44b4-4e1e-a657-1cbcaf111ffa,15,reinvent vertical networks,Commit 18 by Tanya Ware on project reinvent vertical networks,2024-06-03 20:09:33.722395,reinvent vertical networks,10
96,59d64f6a-44b4-4e1e-a657-1cbcaf111ffa,15,reinvent vertical networks,Commit 19 by Tanya Ware on project reinvent vertical networks,2024-06-19 00:19:33.365090,reinvent vertical networks,10
96,59d64f6a-44b4-4e1e-a657-1cbcaf111ffa,15,reinvent vertical networks,Commit 20 by Tanya Ware on project reinvent vertical networks,2023-09-04 09:01:40.107794,reinvent vertical networks,10
96,59d64f6a-44b4-4e1e-a657-1cbcaf111ffa,15,reinvent vertical networks,Commit 21 by Tanya Ware on project reinvent vertical networks,2024-05-08 08:49:34.708400,reinvent vertical networks,10
96,59d64f6a-44b4-4e1e-a657-1cbcaf111ffa,15,reinvent vertical networks,Commit 22 by Tanya Ware on project reinvent vertical networks,2023-11-26 22:43:39.737832,reinvent vertical networks,10
97,dd6e53a1-0d30-4846-9b6e-542051bf17b5,12,drive customized content,Commit 1 by Bradley Hampton on project drive customized content,2024-04-07 12:31:28.726854,drive customized content,15
97,dd6e53a1-0d30-4846-9b6e-542051bf17b5,12,drive customized content,Commit 2 by Bradley Hampton on project drive customized content,2024-04-09 10:47:25.556376,drive customized content,15
97,dd6e53a1-0d30-4846-9b6e-542051bf17b5,12,drive customized content,Commit 3 by Bradley Hampton on project drive customized content,2024-04-06 09:51:27.687545,drive customized content,15
97,dd6e53a1-0d30-4846-9b6e-542051bf17b5,12,drive customized content,Commit 4 by Bradley Hampton on project drive customized content,2024-04-06 13:18:55.290815,drive customized content,15
97,dd6e53a1-0d30-4846-9b6e-542051bf17b5,12,drive customized content,Commit 5 by Bradley Hampton on project drive customized content,2024-04-09 14:58:26.351440,drive customized content,15
97,dd6e53a1-0d30-4846-9b6e-542051bf17b5,12,drive customized content,Commit 6 by Bradley Hampton on project drive customized content,2024-04-07 05:25:19.837159,drive customized content,15
97,dd6e53a1-0d30-4846-9b6e-542051bf17b5,12,drive customized content,Commit 7 by Bradley Hampton on project drive customized content,2024-04-08 02:37:32.182377,drive customized content,15
97,dd6e53a1-0d30-4846-9b6e-542051bf17b5,12,drive customized content,Commit 8 by Bradley Hampton on project drive customized content,2024-04-06 09:41:45.081627,drive customized content,15
97,dd6e53a1-0d30-4846-9b6e-542051bf17b5,12,drive customized content,Commit 9 by Bradley Hampton on project drive customized content,2024-04-07 17:35:05.895433,drive customized content,15
97,dd6e53a1-0d30-4846-9b6e-542051bf17b5,12,drive customized content,Commit 10 by Bradley Hampton on project drive customized content,2024-04-04 11:26:26.589977,drive customized content,15
97,dd6e53a1-0d30-4846-9b6e-542051bf17b5,12,drive customized content,Commit 11 by Bradley Hampton on project drive customized content,2024-04-05 12:18:05.965643,drive customized content,15
97,dd6e53a1-0d30-4846-9b6e-542051bf17b5,12,drive customized content,Commit 12 by Bradley Hampton on project drive customized content,2024-04-04 16:37:45.066288,drive customized content,15
97,dd6e53a1-0d30-4846-9b6e-542051bf17b5,12,drive customized content,Commit 13 by Bradley Hampton on project drive customized content,2024-04-05 11:52:30.102173,drive customized content,15
97,dd6e53a1-0d30-4846-9b6e-542051bf17b5,12,drive customized content,Commit 14 by Bradley Hampton on project drive customized content,2024-04-08 04:49:42.088986,drive customized content,15
97,dd6e53a1-0d30-4846-9b6e-542051bf17b5,12,drive customized content,Commit 15 by Bradley Hampton on project drive customized content,2024-04-06 07:11:32.331390,drive customized content,15
97,dd6e53a1-0d30-4846-9b6e-542051bf17b5,12,drive customized content,Commit 16 by Bradley Hampton on project drive customized content,2024-04-07 15:32:55.487687,drive customized content,15
97,dd6e53a1-0d30-4846-9b6e-542051bf17b5,12,drive customized content,Commit 17 by Bradley Hampton on project drive customized content,2024-04-07 21:10:54.059246,drive customized content,15
98,d6af2ad2-dae9-4072-906a-b92a1cbab681,19,synergize dynamic e-commerce,Commit 1 by Elizabeth Smith on project synergize dynamic e-commerce,2023-11-27 21:15:00.141860,synergize dynamic e-commerce,11
98,d6af2ad2-dae9-4072-906a-b92a1cbab681,19,synergize dynamic e-commerce,Commit 2 by Elizabeth Smith on project synergize dynamic e-commerce,2024-02-02 19:45:33.161041,synergize dynamic e-commerce,11
98,d6af2ad2-dae9-4072-906a-b92a1cbab681,19,synergize dynamic e-commerce,Commit 3 by Elizabeth Smith on project synergize dynamic e-commerce,2023-11-16 04:13:36.270493,synergize dynamic e-commerce,11
98,d6af2ad2-dae9-4072-906a-b92a1cbab681,19,synergize dynamic e-commerce,Commit 4 by Elizabeth Smith on project synergize dynamic e-commerce,2023-05-29 12:45:27.891700,synergize dynamic e-commerce,11
98,d6af2ad2-dae9-4072-906a-b92a1cbab681,19,synergize dynamic e-commerce,Commit 5 by Elizabeth Smith on project synergize dynamic e-commerce,2023-04-25 20:02:22.947726,synergize dynamic e-commerce,11
98,d6af2ad2-dae9-4072-906a-b92a1cbab681,19,synergize dynamic e-commerce,Commit 6 by Elizabeth Smith on project synergize dynamic e-commerce,2023-11-09 20:33:40.069551,synergize dynamic e-commerce,11
98,d6af2ad2-dae9-4072-906a-b92a1cbab681,19,synergize dynamic e-commerce,Commit 7 by Elizabeth Smith on project synergize dynamic e-commerce,2024-02-24 11:53:28.522617,synergize dynamic e-commerce,11
98,d6af2ad2-dae9-4072-906a-b92a1cbab681,19,synergize dynamic e-commerce,Commit 8 by Elizabeth Smith on project synergize dynamic e-commerce,2023-08-18 03:36:47.364706,synergize dynamic e-commerce,11
98,d6af2ad2-dae9-4072-906a-b92a1cbab681,19,synergize dynamic e-commerce,Commit 9 by Elizabeth Smith on project synergize dynamic e-commerce,2023-12-31 05:49:24.089609,synergize dynamic e-commerce,11
98,d6af2ad2-dae9-4072-906a-b92a1cbab681,19,synergize dynamic e-commerce,Commit 10 by Elizabeth Smith on project synergize dynamic e-commerce,2023-04-02 02:47:15.765621,synergize dynamic e-commerce,11
